sub1,sub2,sub3,sub4,sub5
-53.95116133,-938.9757987,266.7044501,429.453002,3869.409508
-9.783358133,-1051.464476,248.2637362,428.5962745,3871.617823
246.8070884,-943.0697536,230.0042217,427.7081816,3873.820262
590.6535478,-701.8810188,211.9217321,426.7889448,3876.016794
783.4130975,-419.2113664,194.0120927,425.8387858,3878.20739
690.5533714,-172.8044479,176.2711287,424.8579261,3880.392022
732.9520393,15.36604942,158.6946657,423.8465872,3882.570658
855.7869017,149.9763075,141.2785289,422.8049909,3884.743271
916.7410444,228.9072229,124.0185438,421.7333585,3886.90983
924.5534668,246.5737789,106.9105355,420.6319118,3889.070307
998.3777038,194.9564229,89.9503296,419.5008712,3891.224672
1090.946628,79.59626502,73.13375134,418.3404529,3893.372903
1274.123911,-9.916384339,56.45662609,417.150872,3895.514975
1273.259363,-0.347352111,39.91477922,415.9323436,3897.650867
1087.900663,82.47966405,23.50403607,414.6850828,3899.780554
931.6223227,180.4041356,7.220222006,413.4093047,3901.904015
1100.694253,223.5501345,-8.940837623,412.1052243,3904.021226
1262.568838,222.8692579,-24.98331746,410.7730568,3906.132165
1080.980314,208.8612531,-40.91139215,409.4130173,3908.236808
857.1018196,200.8769637,-56.72923635,408.0253209,3910.335132
853.0133025,206.5204242,-72.44102468,406.6101826,3912.427115
904.1429118,205.4774682,-88.05093181,405.1678176,3914.512734
943.0484434,200.0242821,-103.5631324,403.698441,3916.591966
932.182246,200.1024999,-118.981801,402.2022678,3918.664787
661.5991669,214.0412566,-134.3111124,400.6795131,3920.731176
689.248582,243.9551586,-149.5552411,399.1303922,3922.791108
628.3520311,290.366649,-164.7183618,397.5551199,3924.844562
540.8751801,353.6440439,-179.8046493,395.9539115,3926.891514
499.0040866,431.5052686,-194.818278,394.3269821,3928.931941
484.064851,511.5782049,-209.7634226,392.6745467,3930.96582
326.1491452,580.9151634,-224.6442579,390.9968204,3932.993129
200.1537478,629.0133481,-239.4649584,389.2940184,3935.013844
184.754448,646.2109521,-254.2296988,387.5663557,3937.027943
226.8599731,628.8732306,-268.9426537,385.8140474,3939.035403
248.8886557,580.1058336,-283.6079978,384.0373086,3941.0362
-169.4063605,523.6095997,-298.2299057,382.2363545,3943.030312
-203.971478,487.324914,-312.8125521,380.4114,3945.017716
-188.9195085,490.2985707,-327.3601116,378.5626604,3946.998389
-203.307815,528.7719151,-341.8767588,376.6903507,3948.972308
-247.778064,589.4405962,-356.3666684,374.794686,3950.93945
-518.458918,656.7072591,-370.8340151,372.8758814,3952.899793
-742.8121281,721.6276373,-385.2829735,370.9341521,3954.853312
-781.6322543,778.1502731,-399.7177182,368.9697112,3956.799988
-817.8042195,821.8040723,-414.1424239,366.9827654,3958.739806
-834.0999795,849.4849727,-428.5612653,364.9735193,3960.672753
-827.6140104,858.3614332,-442.9784169,362.9421777,3962.598816
-805.5292695,847.7903932,-457.3980534,360.8889452,3964.517984
-1050.081425,826.1415038,-471.8243495,358.8140265,3966.430244
-1018.049563,805.3478335,-486.2614798,356.7176265,3968.335583
-993.9166834,796.3863642,-500.7136189,354.5999497,3970.233988
-928.8115872,800.23988,-515.1849415,352.461201,3972.125448
-782.5074399,815.1655285,-529.6796223,350.3015849,3974.009949
-728.4695027,839.3829261,-544.2022086,348.1213063,3975.887479
-607.5230369,871.1131799,-558.7587383,345.9205699,3977.758025
-627.626345,907.9408111,-573.3556223,343.6995802,3979.621576
-650.3572473,945.2398585,-587.9992711,341.4585422,3981.478118
-670.4360144,979.0968111,-602.6960956,339.1976605,3983.327638
-680.956167,1005.621408,-617.4525065,336.9171397,3985.170126
-683.3593639,1019.381527,-632.2749144,334.6171847,3987.005566
-668.0382801,1015.296062,-647.1697301,332.2980001,3988.833948
-632.9023611,996.3206754,-662.1433642,329.9597906,3990.655259
-590.689334,971.4493143,-677.2022275,327.602761,3992.469486
-553.468543,949.867541,-692.3527308,325.2271159,3994.276617
-528.2092705,938.5108565,-707.6012846,322.8330602,3996.076639
-512.683061,940.5270236,-722.9542998,320.4207984,3997.869539
-513.7503662,958.0227128,-738.418187,317.9905353,3999.655305
-532.4132219,992.9161783,-753.9993569,315.5424757,4001.433925
-564.6243869,1041.996397,-769.7042203,313.0768241,4003.205386
-604.3321747,1097.977902,-785.5391879,310.5937855,4004.969675
-641.5416392,1152.051965,-801.5106703,308.0935644,4006.72678
-671.2638437,1196.635868,-817.6250783,305.5763655,4008.476688
-680.1000252,1224.627067,-833.8888226,303.0423937,4010.219387
-668.731954,1230.53355,-850.308314,300.4918535,4011.954865
-638.3703387,1214.442244,-866.889963,297.9249498,4013.683108
-595.2023353,1179.885999,-883.6396556,295.3418872,4015.404104
-525.2885193,1130.947283,-900.5594757,292.7428704,4017.117841
-450.8694844,1072.350482,-917.6434083,290.1281042,4018.824307
-371.699774,1011.288566,-934.8800723,287.4977933,4020.523487
-296.583293,955.7806949,-952.2549153,284.8521423,4022.215371
-240.56303,917.234512,-969.7527834,282.191356,4023.899945
-228.7423163,910.3280022,-987.3585228,279.5156392,4025.577198
-206.6968948,947.2315625,-1005.05698,276.8251965,4027.247115
-139.2887018,1030.801783,-1022.833,274.1202326,4028.909686
-76.03440275,1139.979984,-1040.67143,271.4009522,4030.564897
24.67499995,1225.03182,-1058.557116,268.6675601,4032.212736
27.21605929,1242.095394,-1076.474904,265.920261,4033.85319
54.00339189,1197.340743,-1094.409641,263.1592596,4035.486247
135.7555115,1117.834006,-1112.346171,260.3847606,4037.111894
202.1349815,1040.487274,-1130.269343,257.5969687,4038.730118
286.449505,1007.067499,-1148.164001,254.7960886,4040.340908
315.5607029,998.807713,-1166.014992,251.982325,4041.944251
330.6032113,966.7279343,-1183.807161,249.1558828,4043.540133
426.9516672,908.7281798,-1201.525357,246.3169665,4045.128543
