sub1,sub2,sub3,sub4,sub5
421.0710767,56.50408877,-219.2853136,730.1184558,4322.057872
373.6084182,151.1832165,-191.8529074,693.0390579,4322.728492
373.247976,114.4219323,-104.8862381,658.7769585,4323.548833
409.4053031,5.644140369,-62.30787243,627.6665493,4324.37423
315.318659,-59.51156349,-97.41370348,598.3138993,4324.801807
385.8851509,-46.16767688,-133.1716167,573.5614505,4325.436231
338.7656345,-55.68169293,-98.02257132,551.8929861,4326.093163
320.0012058,-126.1313156,-19.14751712,530.7394293,4326.505382
336.4599643,-124.5509674,14.31480735,509.1747553,4326.810617
316.4370114,-11.18322094,-40.270799,485.6837122,4327.068664
285.0804726,49.85412672,-130.5350152,456.2256672,4326.793835
305.63059,23.30527989,-171.290333,420.125139,4326.119493
285.1343273,63.32868491,-151.2551013,377.6638727,4325.243899
228.6568993,169.9052504,-141.2250565,329.4473168,4324.34281
308.3623136,148.9610607,-196.9968148,275.4037508,4323.378851
196.5171805,-16.121135,-281.4488155,216.2240406,4322.378437
237.0158833,-119.2038899,-308.8045792,156.3806729,4322.164997
243.1992925,-90.03175131,-263.0931481,92.72989557,4321.971028
165.1966335,-18.08673273,-206.5255959,25.46398966,4321.74645
215.9122774,-6.726823898,-204.8552106,-46.03929992,4321.143026
177.7013607,-52.02837196,-250.4123656,-121.0447023,4319.932257
149.9458932,-65.18404206,-278.5576706,-195.4560286,4318.39818
152.8142574,-24.50114853,-253.8007074,-264.0133609,4316.97699
145.5863015,15.3596367,-211.1464792,-323.3138733,4315.742477
103.2757997,67.21779594,-203.6300271,-370.0062935,4314.905887
105.7727661,145.3725696,-238.0084199,-403.9637376,4314.161054
117.943679,148.9536437,-268.2301808,-424.5921415,4313.477549
34.7520989,9.185101863,-256.3303571,-432.9967617,4312.558668
94.31416928,-130.933815,-210.613313,-425.9409646,4312.181605
40.04513078,-153.3591977,-177.5564564,-406.1131117,4312.071407
17.91105467,-97.05155857,-176.7596429,-377.9051773,4311.787001
42.57268316,-20.93001289,-177.459809,-343.665075,4311.392346
-16.7248943,47.57076436,-149.0292826,-306.7059518,4310.747768
-4.645308172,78.35039293,-101.1818085,-269.133643,4309.950625
-31.37988763,58.97903822,-68.7770809,-233.5868939,4308.921589
-44.34125393,30.9255245,-62.6976798,-200.8212032,4307.922397
-69.30837181,13.92389006,-62.87843689,-172.7136802,4306.924661
-71.28912914,-5.38322598,-49.0459214,-151.6072812,4305.734026
-103.0521514,-19.54709424,-23.89989224,-137.8048122,4304.487656
-117.0039816,-22.21651093,-5.407478637,-131.7861174,4303.173033
-126.0529501,-17.86199411,2.70931828,-132.8280665,4301.952863
-160.2502777,-10.40707322,14.69545378,-140.9041627,4300.788127
-162.1867684,-1.054356192,43.16744167,-157.0933241,4299.327531
-192.5201845,10.05371457,87.86449873,-179.2613626,4297.797575
-207.4886657,10.6679001,136.0606243,-205.3560545,4296.324997
-225.7069656,3.877309865,180.8009029,-233.6699643,4294.955358
-246.4725129,1.099515126,228.7935143,-263.50218,4293.528027
-265.7594478,-1.115976322,288.4811002,-293.9206723,4291.920823
-285.7146673,-7.31412285,353.6884372,-322.8391016,4290.232862
-306.13026,-8.944780355,406.158347,-347.9457053,4288.622959
-326.759776,-1.369840369,437.3824022,-367.650543,4287.16507
-344.811428,3.472885832,459.8009291,-381.3049892,4285.837449
-369.7013994,-5.277317743,488.5246698,-389.3897149,4284.479471
-383.0283726,-15.37882736,518.2277003,-392.9698519,4282.858903
-412.7569034,-3.471803072,529.6947238,-391.8726046,4281.013543
-429.7025699,26.3040387,517.3277468,-385.8665612,4278.989862
-450.113843,48.50867177,504.2235835,-374.8940107,4276.810853
-478.1679428,44.52852913,519.529198,-359.1550381,4274.462066
-496.6422268,11.65321998,563.7370774,-338.9606212,4271.912171
-517.7845242,-35.32045618,609.0466538,-313.8780292,4269.295579
-547.8431978,-69.98048242,636.2875085,-284.0044467,4266.654556
-566.0289788,-65.00598129,664.1118471,-249.4783393,4264.059919
-583.8217385,-18.87395307,725.2238843,-210.5764427,4261.602483
-624.6414257,37.55703365,816.3899794,-168.6621515,4259.192145
-625.5500233,70.15067591,892.3141391,-125.6293331,4256.644887
-661.6214494,61.90912005,916.3241935,-83.41282452,4253.7029
-693.3761063,22.57487605,905.3961763,-41.18062041,4250.591599
-695.8955403,-26.20016349,901.7793211,1.13123212,4247.268828
-739.4892132,-52.84459163,916.7637607,44.32535496,4243.767877
-762.7621923,-47.70101003,915.40544,90.28588282,4240.296132
-771.9591364,-24.6798229,863.0424463,139.6088173,4236.769592
-813.1574427,18.5291182,780.0159229,193.5357357,4233.253978
-835.7077447,61.25251563,724.0670879,253.3574618,4229.864223
-847.0217586,58.29269945,721.3389197,319.3730087,4226.592562
-882.9093726,21.67766667,737.5745717,390.8162457,4223.301529
-913.0133176,-8.574836012,728.3943146,467.4693622,4220.067385
-913.1096648,-48.46739799,698.9493362,548.1804766,4216.864523
-960.2245508,-83.44775762,698.2201756,631.6805339,4213.754686
-982.8082548,-44.85976689,751.3797542,716.4567744,4210.871303
-978.5539721,30.23251315,818.2766629,799.2820656,4208.131666
-1040.066748,33.6796601,837.282904,874.2621404,4204.944406
-1036.778919,-2.021307353,802.967549,939.9940271,4201.647635
-1067.092015,-3.076638491,758.9087507,994.0630958,4198.306196
-1094.235315,8.331969881,735.3826858,1033.950742,4194.948188
-1116.249108,6.039659707,709.9657981,1056.189849,4191.332425
-1129.980435,26.63337584,642.0129559,1059.080917,4187.471898
-1167.724122,56.50858787,526.5356154,1041.995186,4183.446965
-1184.122314,44.68509848,402.5063711,1004.560698,4179.238111
-1197.08978,15.46469076,311.4319336,947.2865165,4174.847946
-1242.52578,3.168987313,256.5975598,872.1649239,4170.447023
-1243.116226,-25.21999203,207.3079873,780.5194909,4165.929786
-1275.098945,-69.11443866,144.1259412,675.0895287,4161.384755
-1297.902353,-85.73479992,81.87058465,558.1100777,4156.677638
-1319.416816,-69.93109766,51.55891518,433.8420021,4152.022725
-1330.78068,-42.31913876,57.81872154,306.1901281,4147.523592
-1367.583674,7.804065984,69.24133219,178.1229577,4143.112938
-1377.451261,77.57963399,51.4111954,52.38906057,4138.718613
-1387.342536,125.9998529,-0.869503426,-68.80560994,4134.195065
-1436.887348,131.8352635,-66.03439581,-183.3787767,4129.384133
-1418.625894,85.58784548,-126.0062447,-287.346017,4124.574572
-1464.489063,-20.62880466,-192.4699117,-379.5656725,4119.50318
-1472.443009,-101.193738,-284.3654423,-455.7488622,4114.697484
-1489.341854,-102.3458932,-406.0609157,-514.7835148,4110.193004
-1502.642903,-92.30925489,-534.7164079,-557.957365,4105.741144
-1526.672542,-96.30016406,-636.2059711,-585.4697604,4101.506242
-1534.540315,-39.69351713,-701.8887141,-598.1286076,4097.712442
-1544.697716,65.13257961,-756.0888872,-599.4949661,4094.204894
-1565.60078,97.23869416,-819.3264955,-594.7817782,4090.602996
-1571.950712,45.36584394,-876.6999941,-587.4852831,4086.884249
-1583.965898,20.62529905,-899.4877679,-579.1958394,4083.37026
-1591.943613,43.93711567,-889.8990582,-572.9560472,4080.015787
-1614.208912,37.2549769,-879.8178196,-571.3195012,4076.796012
-1595.341318,-19.63290014,-893.202743,-575.9252528,4073.761747
-1635.431165,-62.13030097,-923.9108664,-589.4942506,4070.539422
-1620.078081,-44.37339795,-948.4728238,-609.8412226,4067.599422
-1628.649737,-20.37116091,-969.4126816,-637.4804861,4064.625915
-1645.814721,-11.295712,-1006.621157,-670.0341462,4061.747231
-1636.057534,9.075644265,-1068.920809,-704.9046692,4058.957449
-1644.272992,25.26109325,-1139.571223,-738.3618027,4056.390131
-1650.193808,1.072649651,-1198.098611,-767.6439648,4053.906408
-1645.226169,-30.40828665,-1240.080493,-788.441555,4051.696099
-1646.567149,-28.4861056,-1275.518052,-797.2270501,4049.839794
-1648.321796,-1.120563036,-1306.20324,-790.7516699,4048.529905
-1642.376569,34.81407344,-1320.95738,-769.4707781,4047.3629
-1632.657641,70.99112835,-1306.543273,-732.1308108,4046.500132
-1645.690738,48.86900114,-1272.199255,-679.9085522,4045.764758
-1615.398596,-31.24021569,-1238.064183,-614.7005982,4044.986465
-1626.635235,-70.28204169,-1207.457799,-537.0624139,4044.403715
-1617.351892,-47.22204166,-1168.293946,-448.8927366,4044.096053
-1595.26866,-26.74779639,-1114.869415,-352.3944167,4044.236732
-1597.42739,-15.34096498,-1062.949035,-252.3659373,4044.561956
-1584.751148,17.2013024,-1028.557505,-152.3549678,4045.128454
-1564.618532,26.37862879,-1009.611656,-56.27905785,4045.892189
-1551.124381,-0.265067135,-990.0655897,32.03840207,4046.756864
-1559.91345,4.68140887,-960.7806664,110.3120613,4047.821258
-1497.725825,29.26361816,-931.4496112,176.6657535,4049.130573
-1532.70395,13.80802468,-914.1564988,227.8969673,4050.236345
-1482.14729,6.316210621,-896.2832904,267.0155023,4051.801903
-1470.390665,15.09895307,-863.0454955,293.5657413,4053.574648
-1462.642134,-8.770114913,-811.2330694,307.8102814,4055.310707
-1425.024035,-38.11172476,-748.724203,312.4653382,4057.101534
-1423.171416,-30.70085149,-685.2477412,310.6824312,4058.987662
-1380.967808,-25.39412788,-620.842279,305.9930581,4061.021159
-1380.158621,-42.96272294,-547.7015966,301.5559529,4063.166755
-1339.209842,-27.72565249,-461.3779883,300.4913346,4065.426244
-1323.979097,29.93662032,-369.3883476,305.457602,4067.790469
-1297.586027,72.91496224,-285.0093842,319.0913616,4070.383959
-1275.842526,78.01884866,-214.5474752,343.1483032,4073.349428
-1235.450333,56.48470951,-152.1196526,376.6501405,4076.495785
-1224.851903,11.75257376,-85.68817436,417.0284472,4079.488019
-1193.645124,-43.53407454,-11.06368926,464.0941159,4082.643561
-1146.482703,-94.71151697,54.72730887,515.2015843,4085.900066
-1151.040874,-106.6254954,97.01354818,566.3456064,4089.01842
-1094.051374,-53.28844421,130.6956274,615.4001493,4092.212565
-1069.09647,5.073370593,181.9188415,658.2176049,4095.267772
-1058.472329,13.03882453,256.8145354,691.6846401,4098.138553
-1002.018926,16.22529607,331.7669406,714.2070461,4101.001789
-983.9565361,73.04665251,382.262802,723.3368992,4103.739916
-965.2400072,147.6630127,420.8593953,717.9933179,4106.402361
-905.3681682,140.4831484,481.7267016,696.3593023,4108.727988
-901.2058117,37.57584717,574.1611322,657.2764867,4110.351329
-864.036433,-62.456131,666.9626217,606.4224135,4112.145157
-823.0626735,-116.758947,714.6664036,544.8933145,4113.880901
-803.1143209,-137.0333645,727.095638,475.3736797,4115.640181
-769.4257684,-138.0310668,761.8532288,400.951893,4117.567415
-734.9548315,-92.00089262,843.4693375,323.9637588,4119.698383
-698.7802309,36.10898042,920.8606275,245.7243986,4121.934689
