Power,100mspd,10mspd,Pre,Hum,Cloud,10mdir,Temp,Irra,Rain,100mdir
0.07,4.659,3.8885,101132.8181,90.9105,0.64647,46.7239,288.0894,54.2012,0.0029915,48.8929
1.26,4.6188,3.8476,101143.5893,91.1759,0.82402,45.0407,288.0877,29.9261,0.0029919,47.7178
1.87,4.5505,3.7847,101155.2455,91.3083,0.95283,43.0096,288.0992,12.5457,0.0029922,46.1732
2.82,4.4622,3.6986,101167.4531,91.0652,0.97656,39.9284,288.1177,0,0.0029907,43.5355
1.1,4.3807,3.6083,101179.8958,90.3047,0.86126,35.3155,288.1378,0,0.0029876,39.3269
2,4.3597,3.5701,101192.3267,89.2863,0.66266,30.0351,288.1575,0,0.0029859,34.3658
3.02,4.4349,3.6258,101204.5161,88.5134,0.4589,25.6091,288.1758,0,0.0029852,30.0145
2.79,4.6144,3.7918,101216.2344,88.2012,0.32813,23.5782,288.1917,0,0.0029907,27.6249
2.8,4.8875,4.0676,101227.2231,88.1728,0.34802,24.5758,288.2042,0,0.0030022,27.8342
3.13,5.2124,4.4095,101237.1088,88.966,0.41989,27.1587,288.2133,0,0.0030078,29.5487
2.75,5.5402,4.7578,101245.4888,90.0074,0.55363,29.8284,288.2192,0,0.0030115,31.5248
2.63,5.812,5.0381,101251.9609,91.0105,0.67188,31.5988,288.2219,0,0.0029907,32.8446
2.59,5.9779,5.1876,101256.3907,91.7456,0.73295,31.9793,288.2216,0,0.0029479,32.9868
2.68,6.0536,5.2281,101259.7158,92.2103,0.75055,31.3129,288.2187,0,0.0029262,32.2102
2.53,6.0738,5.2066,101263.142,92.4589,0.75226,30.0204,288.2132,0,0.0029131,30.8777
1.72,6.0728,5.1696,101267.875,92.5456,0.76563,28.5013,288.2056,0,0.0029907,29.3294
0.68,6.0743,5.1511,101274.4863,92.5259,0.81061,27.1316,288.1957,0,0.0031507,27.8769
1.29,6.07,5.1452,101281.0096,92.4586,0.87672,26.0384,288.1819,0,0.0032913,26.6544
1.29,6.0439,5.137,101284.8446,92.4035,0.94589,25.268,288.1619,0,0.0032835,25.7403
1.74,5.9796,5.1114,101283.3906,92.4206,1,24.8576,288.1338,0,0.0029984,25.2097
3.5,5.8697,5.0598,101274.9723,92.5579,1,24.7937,288.0964,0,0.0023621,25.0864
3.29,5.7417,4.9971,101261.614,92.8171,1,24.8581,288.0528,0,0.0015226,25.1589
3.25,5.6318,4.9443,101246.2651,93.1877,1,24.7727,288.007,0,0.00068278,25.1397
4.72,5.5764,4.9226,101231.875,93.6595,1,24.25,287.9631,0,4.58E-05,24.7216
2.98,5.5973,4.9445,101220.6893,94.2162,1,23.1294,287.9247,0,0,23.7235
1.87,5.6548,4.984,101212.138,94.8166,1,21.716,287.8934,0,0,22.4421
3.56,5.6912,5.0031,101204.9474,95.4135,1,20.3926,287.8707,0,0,21.2506
3.41,5.6461,4.9608,101197.8438,95.9595,1,19.4979,287.8579,0,5.34E-05,20.4679
2.8,5.4808,4.8312,101189.6411,96.415,1,19.2997,287.8554,0,0.00013532,20.3429
3.09,5.2497,4.6553,101179.5049,96.7703,1,19.8312,287.8604,0,0.00014395,20.9158
1.69,5.0323,4.4926,101166.6886,97.0233,1,21.08,287.869,0,0.00011303,22.1911
2.19,4.9096,4.4042,101150.4453,97.1718,1,22.9716,287.8777,0,7.63E-05,24.1023
2.13,4.9929,4.4331,101130.6793,97.2309,0.94906,25.2436,287.8831,0,6.03E-05,26.373
3.97,5.0775,4.5465,101109.898,97.2839,0.88167,27.4088,287.8833,0,6.30E-05,28.5021
2.15,5.2537,4.6887,101091.2594,97.4316,0.81485,29.0632,287.8767,0,7.53E-05,30.0939
2.33,5.3932,4.8013,101077.9219,97.7746,0.76563,29.9421,287.8618,0,8.77E-05,30.909
1.05,5.4415,4.8416,101072.0338,98.3533,0.747,29.9792,287.8387,0,9.33E-05,30.9018
0.55,5.4221,4.8294,101071.705,98.9685,0.75593,29.6436,287.8133,0,9.31E-05,30.5345
0.19,5.3781,4.8002,101074.0354,99.3605,0.78533,29.5216,287.7931,0,9.02E-05,30.3802
0.37,5.3522,4.7892,101076.125,99.2699,0.82813,30.212,287.7856,0,8.77E-05,31.0304
1.52,5.3788,4.8251,101075.838,98.5308,0.87738,32.0934,287.7952,0,8.79E-05,32.8657
3.82,5.4464,4.8975,101074.0955,97.3518,0.92665,34.703,287.814,0,8.95E-05,35.4335
5.45,5.5262,4.9805,101072.5825,96.0351,0.96963,37.4169,287.8309,0,9.01E-05,38.1145
4.66,5.58,5.0399,101072.9844,94.883,1,39.706,287.8348,0,8.77E-05,40.3784
5.24,5.5761,5.047,101076.6729,94.1401,1,41.2173,287.8184,0,8.33E-05,41.8666
4.89,5.5371,5.0211,101083.7666,93.8223,1,41.9741,287.7881,0,9.07E-05,42.5943
2.84,5.5024,4.9967,101094.0708,93.8876,1,42.0438,287.754,0,0.00012719,42.6218
1.71,5.5143,5.0104,101107.3906,94.2943,1,41.484,287.7262,0,0.00020981,42.0028
2.36,5.6014,5.0875,101123.3408,94.9802,1,40.4308,287.7125,0,0.00034755,40.8765
2.49,5.7311,5.201,101140.7736,95.8001,1,39.222,287.712,0,0.00051655,39.5937
2.95,5.853,5.2939,101158.3509,96.5886,1,38.1931,287.7219,0,0.00068477,38.4983
4.1,5.9143,5.3362,101174.7344,97.1798,1,37.6227,287.739,33.3192,0.00082016,37.8717
4.9,5.877,5.3408,101188.923,97.4598,1,37.6683,287.761,43.9658,0.00089932,37.8707
5.2,5.7664,5.2553,101201.2648,97.5203,1,38.0916,287.7875,58.6419,0.00093346,38.2519
4.3,5.6234,5.1434,101212.4449,97.5047,1,38.5541,287.8189,81.7838,0.00094241,38.6704
1.59,5.4881,5.0385,101223.1484,97.556,1,38.6846,287.8553,117.8281,0.00094604,38.744
1.44,5.3897,4.9647,101233.8422,97.7738,1,38.184,287.896,168.6112,0.00096009,38.162
2.38,5.3147,4.9091,101244.1192,98.0812,1,37.1742,287.9358,225.5708,0.00098387,37.055
1.34,5.2385,4.8495,101253.3542,98.3579,1,35.8902,287.9685,277.5446,0.0010126,35.6756
0.45,5.1348,4.7623,101260.9219,98.483,1,34.5562,287.9877,313.3703,0.0010414,34.2676
0.83,4.9865,4.6323,101266.2061,98.3628,1,33.3546,287.9904,325.4859,0.0010666,33.0262
0.97,4.8204,4.4828,101268.6276,98.0096,1,32.366,287.9857,320.7307,0.0010887,32.0126
0.99,4.6744,4.347,101267.6161,97.4626,1,31.6833,287.986,309.5438,0.001109,31.2912
1.45,4.5866,4.2579,101262.6016,96.761,0.96875,31.4309,288.0034,302.3647,0.0011292,30.9559
0.98,4.5817,4.2377,101253.3982,95.9698,0.88084,31.7007,288.0461,307.6863,0.00115,31.0754
0.66,4.6296,4.2628,101241.3579,95.257,0.76242,32.4268,288.1061,326.2153,0.0011703,31.5967
0.77,4.687,4.2989,101228.2167,94.8166,0.63193,33.4998,288.1713,356.7124,0.0011881,32.4308
0.21,4.7105,4.3116,101215.7109,94.8424,0.50781,34.8357,288.2295,397.9378,0.0012016,33.5128
-0.14,4.6699,4.2768,101205.0436,95.4265,0.40524,36.3917,288.2711,447.6377,0.0012096,34.8224
-0.3,4.587,4.2117,101195.2856,96.253,0.32628,38.1256,288.2968,499.501,0.001213,36.3609
-0.3,4.4963,4.1431,101184.9746,96.9042,0.26973,39.9586,288.3099,546.2024,0.0012136,38.1029
-0.36,4.432,4.0973,101172.6484,96.9622,0.23438,41.7626,288.3137,580.4167,0.0012131,39.9739
-0.33,4.4175,4.0902,101157.215,96.1472,0.21805,43.3923,288.3109,597.5233,0.0012127,41.8321
-0.26,4.4353,4.1032,101139.0632,94.7312,0.21468,44.8248,288.3018,603.7215,0.0012127,43.495
-0.21,4.4568,4.109,101118.9521,93.1243,0.21726,46.1086,288.2862,607.9151,0.0012129,44.8176
-0.31,4.4528,4.0808,101097.6406,91.7362,0.21875,47.326,288.264,619.0084,0.0012131,45.6947
-0.37,4.4021,4.0007,101075.8033,90.8589,0.21427,48.5941,288.2354,642.6494,0.0012132,46.1169
-0.37,4.3144,3.8835,101053.776,90.3126,0.20756,50.0661,288.2025,671.4637,0.0012132,46.3977
-0.37,4.2083,3.7533,101031.8099,89.7993,0.20449,51.8965,288.1682,694.8207,0.0012131,46.9448
-0.37,4.1036,3.6352,101010.1563,89.0212,0.21094,54.2235,288.1349,702.09,0.0012131,48.2002
-0.37,4.0214,3.5512,100989.1058,87.7622,0.22992,57.0799,288.1058,686.0433,0.0012131,50.5011
-0.35,3.9771,3.5037,100969.1073,86.1343,0.25293,60.2068,288.0856,653.0602,0.0012131,53.638
-0.37,3.9816,3.4869,100950.6489,84.3314,0.26862,63.2624,288.0794,612.9224,0.0012131,57.1901
-0.36,4.0397,3.4911,100934.2188,82.5473,0.26563,65.9207,288.0923,575.4117,0.0012131,60.6811
-0.34,4.1462,3.5051,100920.3073,80.9411,0.23667,67.9861,288.1278,547.599,0.0012131,63.7376
-0.17,4.2771,3.5225,100909.414,79.5315,0.19087,69.6569,288.1818,525.7121,0.0012131,66.4145
-0.07,4.4076,3.5408,100902.0402,78.3028,0.14143,71.2275,288.2486,503.2679,0.0012131,68.9172
-0.17,4.5153,3.5594,100898.6875,77.2389,0.10156,72.9893,288.3224,473.7833,0.0012131,71.4825
-0.04,4.5867,3.5805,100899.6066,76.3307,0.081092,75.1212,288.3976,432.56,0.0012131,74.2719
-0.02,4.6303,3.6085,100904.0445,75.5963,0.076356,77.3702,288.4696,382.0377,0.0012131,77.0618
0.06,4.655,3.6453,100910.9972,75.0609,0.080318,79.3785,288.5339,326.4406,0.0012131,79.5198
0.22,4.6653,3.6901,100919.4609,74.7494,0.085938,80.8011,288.5861,269.9933,0.0012131,81.2967
0.43,4.6616,3.7384,100928.6503,74.6684,0.087522,81.3977,288.6228,216.3726,0.0012131,82.13
0.41,4.6393,3.7797,100938.6542,74.7505,0.084759,81.2714,288.6451,167.0651,0.0012131,82.1571
-0.03,4.5956,3.8031,100949.7802,74.9099,0.078678,80.5959,288.6554,123.01,0.0012129,81.6047
-0.2,4.5285,3.7988,100962.3359,75.0608,0.070313,79.5201,288.6559,85.1467,0.0012131,80.6896
-0.14,4.4373,3.7596,100976.6125,75.1427,0.060884,78.1346,288.6492,54.2187,0.0012133,79.5669
0,4.3265,3.69,100992.835,75.197,0.052382,76.3866,288.6396,30.188,0.0012136,78.1515
0.18,4.2031,3.5982,101011.2123,75.2905,0.046986,74.1809,288.6315,12.8207,0.0012135,76.2857
0.22,4.0759,3.4934,101031.9531,75.4899,0.046875,71.4126,288.6296,0,0.0012131,73.7963
0.13,3.955,3.3855,101055.01,75.8505,0.053706,68.0196,288.6369,0,0.0012121,70.5709
-0.02,3.8451,3.2803,101079.3106,76.3817,0.067041,64.1315,288.6512,0,0.0012116,66.7838
-0.16,3.7459,3.1803,101103.5262,77.0813,0.085918,59.952,288.6686,0,0.0012113,62.7091
0.16,3.652,3.0843,101126.3281,77.9471,0.10938,55.7114,288.6855,0,0.0012131,58.6385
0.28,3.5567,2.9902,101146.6314,78.9557,0.13616,51.5718,288.6984,0,0.0012167,54.7655
0.25,3.4677,2.9063,101164.3258,79.998,0.16383,47.3797,288.7059,0,0.0012185,50.8954
0.44,3.4006,2.8469,101179.5449,80.9437,0.18966,42.9446,288.7067,0,0.0012196,46.7663
0.82,3.3753,2.8292,101192.4219,81.6622,0.21094,38.1622,288.6997,0,0.0012131,42.184
1.26,3.4103,2.8681,101203.076,82.0486,0.22552,33.0917,288.6838,0,0.0011996,37.1329
1.45,3.501,2.961,101211.5686,82.0991,0.2337,28.0014,288.6581,0,0.001193,31.903
1.37,3.6335,3.0986,101217.9469,81.8354,0.23636,23.1242,288.6218,0,0.0011888,26.7692
1.25,3.791,3.2697,101222.2578,81.2789,0.23438,18.5849,288.5741,0,0.0012131,21.8841
1.13,3.9552,3.4585,101224.6024,80.4659,0.22811,14.4481,288.5152,0,0.0012632,17.3364
0.88,4.107,3.6317,101225.2972,79.4903,0.21582,10.8091,288.4497,0,0.001307,13.3235
0.41,4.223,3.7504,101224.7125,78.4607,0.19523,7.6532,288.3835,0,0.0013038,10.0012
0.33,4.2775,3.7754,101223.2188,77.4857,0.16406,4.8765,288.3222,0,0.0012131,7.4718
0.74,4.2533,3.6832,101221.0049,76.6361,0.1218,2.3432,288.2707,0,0.0010115,5.7762
1.25,4.1725,3.5131,101217.5346,75.832,0.074904,0.042031,288.2298,0,0.00074577,4.7727
1.8,4.0695,3.3191,101212.0899,74.956,0.031568,36.2068,288.1998,0,0.00048005,4.3427
2.36,3.9802,3.1532,101203.9531,73.8904,0,25.538,288.1807,0,0.00027847,4.4036
2.77,3.9334,3.0555,101192.7396,72.5591,0,18.4824,288.172,0,0.00018771,4.8666
2.26,3.9247,3.0178,101179.3975,71.0505,0,16.5276,288.1708,0,0.00018456,5.627
2.48,3.9414,3.0208,101165.2082,69.4945,0,16.5276,288.1736,0,0.00022837,6.57
3.18,3.9705,3.044,101151.4531,68.021,0,1.6916,288.1771,0,0.00027847,7.5848
4.36,4.0013,3.0685,101139.1712,66.7324,0,3.1401,288.1781,0,0.00030279,8.5754
4.85,4.0338,3.0907,101128.4321,65.6206,0,4.2875,288.1759,0,0.00029869,9.4613
4.74,4.0705,3.1116,101119.0628,64.6505,0,5.1874,288.17,0,0.0002919,10.1651
4.35,4.1137,3.1323,101110.8906,63.7866,0,5.8893,288.1602,0,0.00027847,10.611
4.42,4.1644,3.1538,101103.7407,62.9948,0,6.4609,288.1466,0,0.00027196,10.7759
4.49,4.2186,3.1746,101097.4308,62.2462,0,7.0519,288.1323,0,0.00027304,10.8325
5.23,4.2714,3.1931,101091.7766,61.5134,0,7.8303,288.1212,0,0.00027488,10.9939
5.27,4.3178,3.2083,101086.5938,60.7687,0,8.9621,288.1168,0,0.00027847,11.4637
5.3,4.3547,3.2203,101081.9437,60.0045,0,10.5605,288.1219,0,0.00028022,12.384
4.23,4.3832,3.2316,101078.8701,59.2927,0,12.5276,288.1341,0,0.00027991,13.6728
4.46,4.405,3.2445,101078.6622,58.7255,0,14.7117,288.1503,0,0.00027944,15.198
5.02,4.4212,3.2601,101082.6094,58.3946,0,16.9603,288.1671,0,0.00027847,16.8316
4.74,4.4319,3.2776,101091.5731,58.3686,0.01413,19.1323,288.1816,0,0.00027801,18.4607
3.03,4.436,3.2924,101104.704,58.6218,0.03125,21.1335,288.1929,0,0.00027808,20.0239
2.06,4.4321,3.2984,101120.7251,59.1052,0.03125,22.8921,288.2004,0,0.00027821,21.4732
2.65,4.4183,3.2891,101138.3594,59.7696,0.03125,24.3461,288.2037,0,0.00027847,22.7611
2.76,4.3947,3.2626,101156.5746,60.5573,0.03125,25.4758,288.2035,0,0.0002786,23.8677
2.79,4.3708,3.236,101175.3187,61.3762,0.03125,26.4081,288.2053,0,0.00027856,24.8804
2.8,4.3588,3.2316,101194.7843,62.1257,0.021578,27.2878,288.216,0,0.00027854,25.9055
2.05,4.3717,3.2726,101215.1641,62.705,0.0078125,28.2373,288.2422,0,0.00027847,27.0389
0.76,4.4176,3.3737,101236.4511,63.0393,0.00024166,29.3059,288.2885,0,0.00027844,28.3198
-0.17,4.483,3.5164,101257.8395,63.1571,0,30.3746,288.3495,0,0.00027844,29.6234
-0.2,4.5482,3.6729,101278.3238,63.1127,0,31.3306,288.4172,0,0.00027845,30.8101
-0.11,4.5928,3.8154,101296.8984,62.9605,0,32.109,288.484,68.4089,0.00027847,31.7687
0.12,4.6025,3.9208,101312.8805,62.7486,0.00049006,32.7026,288.5433,106.3012,0.00027848,32.4524
0.45,4.5897,3.9873,101326.8779,62.4998,0.00020999,33.2176,288.5935,151.8197,0.00027847,33.0017
1.74,4.5742,4.0187,101339.8211,62.2306,0,33.7731,288.6343,202.4594,0.00027847,33.5919
2.09,4.5763,4.0188,101352.6406,61.9576,0,34.4826,288.6653,255.7156,0.00027847,34.3889
2.52,4.612,3.9946,101365.9156,61.6908,0.0012161,35.4316,288.6869,309.4355,0.00027847,35.4934
1.56,4.6765,3.9636,101378.819,61.415,0.0032171,36.5849,288.7017,362.8748,0.00027847,36.796
1.02,4.7593,3.9455,101390.1722,61.1082,0.0055627,37.8582,288.7132,415.6412,0.00027847,38.1466
0.98,4.849,3.9595,101398.7969,60.7486,0.0078125,39.1401,288.7246,467.3422,0.00027847,39.4147
1.41,4.9363,4.0187,101403.7854,60.311,0.0095382,40.3089,288.7386,517.5811,0.00027847,40.5088
1.57,5.0243,4.1133,101405.3141,59.7553,0.010359,41.2979,288.7551,565.9432,0.00027847,41.418
1.62,5.1193,4.2277,101403.8302,59.0383,0.0099068,42.0788,288.7733,612.0092,0.00027847,42.1448
0.71,5.2277,4.3466,101399.7813,58.1164,0.0078125,42.6439,288.7925,655.36,0.00027847,42.6893
0.26,5.355,4.4576,101393.6061,56.9698,0.0053089,43.0131,288.8119,695.6386,0.00027847,43.0674
-0.06,5.5029,4.5613,101385.7109,55.6733,0.010034,43.2709,288.8315,732.7371,0.00027847,43.3607
-0.05,5.6722,4.6616,101376.4935,54.3249,0.031226,43.5082,288.8513,766.6102,0.00027847,43.6597
-0.18,5.8639,4.7623,101366.3516,53.023,0.078125,43.807,288.8713,797.2122,0.00027847,44.0449
6.754330704,6.0761,4.8655,101355.5041,51.8352,0.15465,44.2179,288.8911,824.4157,0.00027847,44.5645
7.327802487,6.294,4.9643,101343.4545,50.7063,0.24345,44.6956,288.909,847.7652,0.00027847,45.1796
7.868902986,6.4996,5.0498,101329.5272,49.5505,0.32185,45.1785,288.9226,866.7233,0.00027847,45.8425
8.329206864,6.6745,5.1128,101313.0469,48.2819,0.36719,45.613,288.9298,880.7528,0.00027847,46.5187
8.670026488,6.804,5.1458,101293.6047,46.8418,0.36351,45.9664,288.9289,889.4772,0.00027847,47.1941
8.891361857,6.8881,5.1482,101271.8588,45.279,0.32183,46.2709,288.9211,893.1642,0.00027847,47.896
9.002950676,6.9305,5.1212,101248.7344,43.6693,0.25985,46.5726,288.9081,892.2422,0.00027847,48.6594
9.015583373,6.9353,5.0661,101225.1563,42.0887,0.19531,46.9176,288.8917,887.14,0.00027847,49.5183
8.950314441,6.9105,4.9876,101201.9278,40.5947,0.14483,47.3293,288.8739,878.1606,0.00027847,50.4855
8.868991457,6.8796,4.9024,101179.3661,39.1721,0.12061,47.7283,288.859,865.1053,0.00027847,51.4807
8.84056789,6.8688,4.8305,101157.6662,37.7874,0.13374,47.9981,288.8512,847.6499,0.00027847,52.3864
8.932944483,6.9039,4.7913,101137.0234,36.4071,0.19531,48.0118,288.855,825.47,0.00027847,53.0715
9.174018441,6.9955,4.7977,101117.6617,35.0183,0.3096,47.6766,288.8735,798.3751,0.00027847,53.4125
9.439568248,7.0964,4.8343,101099.9191,33.6914,0.45355,47.0367,288.9039,766.7092,0.00027847,53.3359
0,7.1464,4.8791,101084.1623,32.5171,0.59729,46.1684,288.9421,730.9501,0.00027847,52.7852
-0.07,7.0868,4.9096,101070.7578,31.5866,0.71094,45.1347,288.9838,691.5756,0.00027847,51.6742
-0.15,6.8835,4.9088,101060.1203,30.9618,0.77327,43.9697,289.0251,649.0586,0.00027847,49.9069
-0.28,6.5915,4.8796,101052.8559,30.5892,0.79762,42.6619,289.0631,603.8538,0.00027847,47.6019
-0.32,6.2846,4.8304,101049.6186,30.3864,0.80598,41.1932,289.0947,556.4109,0.00027847,45.0124
-0.31,6.0301,4.7698,101051.0625,30.271,0.82031,39.5502,289.1172,507.18,0.00027847,42.5441
-0.32,5.8779,4.7102,101057.2977,30.1695,0.85672,37.7555,289.128,456.5034,0.00027847,40.6555
-0.26,5.8375,4.6798,101066.2588,30.0453,0.90771,35.9723,289.126,404.294,0.00027847,39.385
0.31,5.9122,4.7085,101075.3366,29.8705,0.95993,34.4406,289.1102,350.357,0.00027848,38.5943
1.86,6.1082,4.8248,101081.9219,29.6174,1,33.4205,289.0796,294.4978,0.00027847,38.0969
3.41,6.4198,5.0424,101084.3008,29.2719,1,33.0552,289.0348,237.1041,0.00027845,37.7137
5.36,6.79,5.3196,101084.3422,28.8743,1,33.1184,288.9816,180.8934,0.00027844,37.3589
6.78,7.1485,5.6015,101084.8101,28.4784,1,33.3212,288.9275,129.1654,0.00027844,36.967
8,7.4257,5.8334,101088.4688,28.1381,1,33.4289,288.8797,85.22,0.00027847,36.4695
10.95,7.5729,5.9735,101097.4184,27.8947,1,33.2786,288.8435,51.5582,0.00027855,35.8135
8.75,7.6247,6.0332,101111.103,27.7389,1,32.8423,288.8155,27.486,0.00027859,35.0426
9.86,7.6362,6.0374,101128.3025,27.649,1,32.1099,288.7904,11.5105,0.00027861,34.2345
9.16,7.6616,6.0116,101147.7969,27.603,1,31.0651,288.7626,0,0.00027847,33.4857
7.8,7.7411,5.977,101168.4888,27.5892,1,29.7063,288.7283,0,0.00027819,32.8762
9.21,7.8601,5.9358,101189.7714,27.6358,1,28.0784,288.6903,0,0.00027802,32.3493
11.24,7.991,5.8849,101211.1605,27.7809,1,26.2329,288.6527,0,0.00027795,31.808
11.49,8.1064,5.8208,101232.1719,28.0628,1,24.2163,288.6199,0,0.00027847,31.1539
14.01,8.1862,5.7443,101252.2372,28.5032,0.99735,22.0957,288.5953,0,0.00027954,30.3154
16.08,8.2356,5.6735,101270.4511,29.0575,0.99459,20.0597,288.5791,0,0.00028009,29.3388
16.63,8.2656,5.6281,101285.8243,29.6644,0.99257,18.3615,288.571,0,0.00028041,28.3004
16.19,8.2864,5.6257,101297.3672,30.2628,0.99219,17.2814,288.5703,0,0.00027847,27.2787
17.28,8.3042,5.6762,101304.4718,30.7826,0.99393,17.0004,288.5761,0,0.00027447,26.3379
19.58,8.312,5.7648,101308.056,31.1179,0.99676,17.2947,288.5864,0,0.00027244,25.4705
19.58,8.2998,5.8713,101309.4188,31.1538,0.99926,17.8393,288.5987,0,0.00027123,24.6476
15.13,8.2577,5.9751,101309.8594,30.7754,1,18.329,288.6105,0,0.00027847,23.8369
14.46,8.1796,6.0549,101310.3255,29.966,0.99812,18.5579,288.6205,0,0.0002934,23.0366
16.65,8.0723,6.0897,101310.3591,29.1012,0.99494,18.6189,288.6323,0,0.00030645,22.3839
18.03,7.9448,6.0587,101309.1507,28.6545,0.99234,18.6696,288.6507,0,0.00030552,22.0636
17.21,7.8063,5.9414,101305.8906,29.0998,0.99219,18.8684,288.6805,0,0.00027847,22.2791
15.06,7.6678,5.7302,101299.8939,30.7166,0.99553,19.3462,288.7243,0,0.00021841,23.1612
12.96,7.5405,5.4692,101290.9733,33.0094,1,20.0541,288.7756,0,0.00013924,24.4782
11.98,7.4335,5.2145,101279.066,35.2887,1,20.8676,288.8257,0,6.01E-05,25.8797
13.54,7.3518,5.0219,101264.1094,36.8651,1,21.6046,288.8659,0,0,26.9877
13.58,7.2957,4.9311,101246.4319,37.2435,0.99109,22.0781,288.8899,0,0,27.5064
12.27,7.2621,4.9212,101227.9273,36.7081,0.98244,22.3076,288.9005,0,0,27.5365
11.67,7.2483,4.9565,101210.881,35.7373,0.98257,22.3965,288.9031,0,0,27.2905
10.89,7.2522,5.0019,101197.5781,34.8096,1,22.4611,288.9029,0,0,26.9878
10.82,7.2711,5.03,101189.5322,34.308,1,22.5794,288.9039,0,0,26.791
9.34,7.3018,5.0464,101185.1708,34.2324,1,22.677,288.9041,0,0,26.6276
9.64,7.341,5.0646,101182.1498,34.487,1,22.6421,288.9005,0,0,26.3679
11.03,7.3861,5.0984,101178.125,34.976,0.99219,22.3649,288.8896,0,0,25.8847
9.53,7.4368,5.159,101171.473,35.6203,0.83544,21.8182,288.8694,0,0,25.1254
9.44,7.5001,5.2471,101163.4528,36.4074,0.62642,21.2765,288.8411,0,0,24.4068
9.57,7.5833,5.3598,101156.0441,37.3414,0.41083,21.0698,288.8071,0,0,24.0962
10.5,7.6923,5.4938,101151.2266,38.4262,0.23438,21.4943,288.7699,0,0,23.771
10.9,7.8279,5.6449,101150.4746,39.6622,0.13108,22.6717,288.7314,0,0,24.4518
11.3,7.9668,5.7964,101153.2415,41.0349,0.088191,24.1808,288.6916,0,0,25.4883
9.63,8.077,5.9249,101158.4756,42.5257,0.081288,25.5318,288.6501,0,0,26.4695
7.7,8.1232,6.0027,101165.125,44.1165,0.085938,26.2964,288.6065,0,0,26.5873
5.5,8.082,6.0101,101172.3178,45.8034,0.083248,26.1959,288.561,0,0,26.7862
5.32,7.985,5.9681,101179.9023,47.6412,0.076482,25.4501,288.5155,0,0,26.2649
4.39,7.878,5.9085,101187.9068,49.6995,0.074445,24.3934,288.4725,0,0,25.4373
4,7.8047,5.8614,101196.3594,52.0477,0.085938,23.3812,288.4346,0,0,24.7331
4.17,7.796,5.8494,101205.3351,54.7037,0.11662,22.7386,288.4044,0,0,24.4319
6.05,7.8376,5.8744,101215.0954,57.4783,0.15959,22.5564,288.3849,0,0,24.5297
5.79,7.9054,5.9342,101225.9487,60.1308,0.2048,22.8496,288.3794,0,0,24.9388
5.05,7.9755,6.0276,101238.2031,62.4205,0.24219,23.6162,288.391,0,0,25.5703
4.61,8.0276,6.1511,101252.0175,64.1677,0.26337,24.7905,288.421,0,0,26.3368
3.81,8.054,6.2858,101266.9524,65.4373,0.2666,26.116,288.4627,0,0,27.1333
5.81,8.0492,6.4065,101282.4189,66.3552,0.25176,27.3246,288.5077,0,0,27.8527
7.27,8.0075,6.4863,101297.8281,67.0473,0.21875,28.1859,288.5473,70.9578,0,28.3889
8.31,7.9261,6.5047,101312.655,67.6229,0.16923,28.5598,288.5753,108.9049,0,28.6684
7.7,7.8183,6.4744,101326.6302,68.1249,0.11191,28.5898,288.5941,154.2207,0,28.7607
5.73,7.7014,6.4173,101339.5481,68.5797,0.057218,28.4772,288.6085,204.6439,0,28.7719
4.87,7.5931,6.3551,101351.2031,69.0134,0.015625,28.4246,288.6231,257.9133,0,28.8128
4.5,7.5077,6.3058,101361.3976,69.4416,0,28.605,288.6416,312.0291,0,28.9851
5.47,7.4472,6.2715,101369.9653,69.8372,0,29.0438,288.6629,366.0375,0,29.333
5.16,7.4109,6.2506,101376.7475,70.1622,0,29.7259,288.6848,419.2464,0,29.8843
7.86,7.3981,6.2419,101381.5859,70.3787,0,30.6337,288.7053,470.9633,0,30.6634
8.1,7.4076,6.2443,101384.4462,70.4693,0.0022998,31.7304,288.7224,520.5971,0,31.6663
8.81,7.4328,6.2576,101385.791,70.499,0.003778,32.9102,288.736,567.96,0,32.7876
7.82,7.4646,6.2804,101386.2071,70.5532,0.0092266,34.0506,288.7462,612.9651,0,33.9016
6.8,7.4931,6.3107,101386.2813,70.7174,0.023438,35.0322,288.7532,655.5256,0,34.8895
10.81,7.5094,6.3457,101386.2968,71.0625,0.048547,35.7934,288.7571,695.4909,0,35.6895
12.08,7.5148,6.3839,101385.3228,71.6006,0.076065,36.4887,288.7586,732.4557,0,36.4412
11.78,7.514,6.4252,101382.125,72.3296,0.094848,37.3227,288.7584,765.9509,0,37.3313
11.78,7.5133,6.4709,101375.4688,73.2468,0.09375,38.4941,288.7575,795.5072,0,38.5447
10.55519326,7.5203,6.5228,101364.5662,74.3389,0.067308,40.0941,288.7559,820.7076,0,40.1692
10.60177632,7.538,6.5768,101350.4147,75.5479,0.032783,41.8119,288.7516,841.3426,0,41.916
10.66809798,7.5632,6.6228,101334.4582,76.8049,0.013116,43.255,288.7418,857.2548,0,43.4053
10.73336691,7.588,6.6462,101318.1406,78.0409,0.03125,44.0498,288.7239,868.2867,0,44.2663
10.78179225,7.6064,6.6338,101302.5555,79.1978,0.10117,43.9409,288.6965,874.3284,0,44.2469
10.83758666,7.6276,6.582,101287.3954,80.2617,0.20101,43.118,288.6633,875.4603,0,43.5399
